review,Folio Solicitud,Tipo PST,Nombre Comercial,Calle,Colonia,Estado,Municipio
,2090120102,Alimentos y bebidas,Burger King Insurgentes ,Insurgentes Sur,Tlalpan,Ciudad de México,Tlalpan
,2090120103,Alimentos y bebidas,Burger King Coapa ,Calzada del Hueso,Residencial Acoxpa,Ciudad de México,Tlalpan
,4090101368,Agencia de viajes,Viajes Excellence,Vasco de Quiroga .,Santa Fe,Ciudad de México,Álvaro Obregón
,4090171462,Agencia de viajes,Lucca Travel ,Avenida Revolución,Los Alpes,Ciudad de México,Álvaro Obregón
,4090141691,Agencia de viajes,Go-Jpan Travel,Av. Patriotismo .,San Pedro de los Pinos,Ciudad de México,Benito Juárez
,4090144362,Agencia de viajes,Unovive Travel ,Avenida Insurgentes Sur,Insurgentes San Borja ,Ciudad de México,Benito Juárez
,2090170107,Alimentos y bebidas,Italianni´s,Oriente 158,Moctezuma 2a Sección,Ciudad de México,Venustiano Carranza
,2090157831,Alimentos y bebidas,EL MANJAR,Calle Tabasco,Roma Norte,Ciudad de México,Cuauhtémoc
,31090070106,Guía de turistas,Leticia Leal Landeros ,Oculistas .,El Sifón,Ciudad de México,Iztapalapa
,31090070107,Guía de turistas,Cesar Gabriel Martínez Guzmán ,Oculistas,El Sifón,Ciudad de México,Iztapalapa
,4090164346,Agencia de viajes,Worldwide Travel,BLVD MANUEL AVILA CAMACHO,Polanco I Sección,Ciudad de México,Miguel Hidalgo
,4090161394,Agencia de viajes,Agarra tus Maletas,Ricardo Flores Magón,Atlampa,Ciudad de México,Cuauhtémoc
,1090150892,Hospedaje,Hotel Ibis México Alameda,Av. Balderas .,Centro (Área 5),Ciudad de México,Cuauhtémoc
,1090150648,Hospedaje,Hotel Mi Casa,General Prim,Juárez,Ciudad de México,Cuauhtémoc
,4090161298,Agencia de viajes,Viajes El Corte Inglés ,Calz. General Maria Escobedo .,Polanco I Sección,Ciudad de México,Miguel Hidalgo
,1090150630,Hospedaje,Hotel Royal Reforma,Amberes ,Juárez,Ciudad de México,Cuauhtémoc
,4090161464,Agencia de viajes,Faymex Viajes,Calle Arquímedes ,Polanco V Sección,Ciudad de México,Miguel Hidalgo
,01090162baab6,Hospedaje,Orchid House Hotels,Campos Eliseos,Polanco V Sección,Ciudad de México,Miguel Hidalgo
,27090160029,Agencia integradora de servicios,Meca International DMC,Lamartine .,Polanco V Sección,Ciudad de México,Miguel Hidalgo
,1090139533,Hospedaje,Hotel Cabanna,Aquiles Serdán .,Guadalupita,Ciudad de México,Xochimilco
,1090150903,Hospedaje,Hotel Canadá,Av. 5 de Mayo,Centro (Área 1),Ciudad de México,Cuauhtémoc
,4090054341,Agencia de viajes,RECORRAMOS MÉXICO,HACIENDA PIRINEOS CASA M,PRADOS DE CUAUTEPEC,Ciudad de México,Gustavo A. Madero
,1090050100,Hospedaje,MINK,EJE 3 OTE ING EDUARDO MOLINA,Ampliación San Juan de Aragón,Ciudad de México,Gustavo A. Madero
,2090157861,Alimentos y bebidas,El Ebro,"Alfredo Chavero, .",Obrera,Ciudad de México,Cuauhtémoc
,4090054290,Agencia de viajes,Viajes Coracao,Camino Satisfacción .,Campestre Aragón,Ciudad de México,Gustavo A. Madero
,1090029837,Hospedaje,HOTEL Y VILLAS PANAMA,AV. CUITLAHUAC,Obrero Popular,Ciudad de México,Azcapotzalco
,1090150968,Hospedaje,Hotel PISA,Av. Insurgentes Centro .,Tabacalera,Ciudad de México,Cuauhtémoc
,31090140127,Guía de turistas,Gloria Angélica Corona Barrera,Calle Valencia .,Colonia Insurgentes Mixcoac,Ciudad de México,Benito Juárez
,1090150535,Hospedaje,Hotel Casa Blanca Internacional,Coahuila ,Roma Norte,Ciudad de México,Cuauhtémoc
,4090130061,Agencia de viajes,Holiday Travel Zafiro Tours,Lazaro Cardenas ,Santa Cruz Acalpixca,Ciudad de México,Xochimilco
,4090130078,Agencia de viajes,Viajes Maresal,Rincon del Puente,Bosque Residencial del Sur,Ciudad de México,Xochimilco
,27090160017,Agencia integradora de servicios,"INTEGRADORES BTS, S.A DE C.V",Rodolfo Gaona ,Lomas de Sotelo,Ciudad de México,Miguel Hidalgo
,4090151639,Agencia de viajes,Alifante Tur,Florencia,Juárez,Ciudad de México,Cuauhtémoc
,4090141426,Agencia de viajes,Viajes Bazal,Av. Eugenia ,Del Valle Centro,Ciudad de México,Benito Juárez
,4090071675,Agencia de viajes,Tengo Viajes ,Ignacio Zaragoza .,Miguel de la Madrid ,Ciudad de México,Iztapalapa
,4090021436,Agencia de viajes,Dragonfly Travel ,,Arenal,Ciudad de México,Azcapotzalco
,1090170848,Hospedaje,Hotel Rio Miño,Miguel Domínguez .,Ampl. Penitenciaria ,Ciudad de México,Venustiano Carranza
,1090151015,Hospedaje,Hotel Heroes,Heroes,Guerrero,Ciudad de México,Cuauhtémoc
,1090151014,Hospedaje,Hotel Ribadavia,wagner,ex hipodromo de peralvillo,Ciudad de México,Cuauhtémoc
,1090090088,Hospedaje,Hilton Mexico City Santa Fe,Av. Antonio Dovali Jaime,Lomas de Santa Fe,Ciudad de México,Álvaro Obregón
,4090101713,Agencia de viajes,Universe Travel,Canario .,Tolteca,Ciudad de México,Álvaro Obregón
,1090050134,Hospedaje,Motel Afrodita,Av. Instituto Politecnico Nacional .,Tlacamaca,Ciudad de México,Gustavo A. Madero
,1090060043,Hospedaje,Motel Suites Extasis,Xochimilco .,Agricola Pantitlan,Ciudad de México,Iztacalco
,4090101714,Agencia de viajes,Vive Frida,Río San Angel .,Atlamaya,Ciudad de México,Álvaro Obregón
,31090070453,Guía de turistas,Ivan Alexander maldonado Ibarra,Andador,Ejercito de Oriente,Ciudad de México,Iztapalapa
,4090054274,Agencia de viajes,Viajes Pegaso Tepeyac,Av. Henrry Ford .,Guadalupe Tepeyac,Ciudad de México,Gustavo A. Madero
,4090071366,Agencia de viajes,Viajes Pegaso Zaragoza.,Calzada Ignacio Zaragoza .,Juan Escutia,Ciudad de México,Iztapalapa
,4090071416,Agencia de viajes,Elmers Travel,Eje,Chinampac de Juárez,Ciudad de México,Iztapalapa
,2090160194,Alimentos y bebidas,Chili´s,Av. Ejército Nacional ,Granada,Ciudad de México,Miguel Hidalgo
,31090050164,Guía de turistas,Gabriela Moreno Cruz,Av. Union .,Tepeyac Insurgentes,Ciudad de México,Gustavo A. Madero
,4090031763,Agencia de viajes,Naser Travel, División del rte .,San Diego Churubusco,Ciudad de México,Coyoacán
,4090144332,Agencia de viajes,Perro Mochilero,Recreo .,Actipan,Ciudad de México,Benito Juárez
,01090167209ea,Hospedaje,Hotel Presidente Intercontinental Ciudad de México,Campos Eliseos,Polanco V Sección,Ciudad de México,Miguel Hidalgo
,35190190006,Tour operador,Travelander,Fernández Leal ,Cuadrante de San Francisco,Ciudad de México,Coyoacán
,1090070090,Hospedaje,Motel Canceleira ,Calzada Ignacio Zaragoza .,Santa Martha Acatitla,Ciudad de México,Iztapalapa
,1090070091,Hospedaje,Motel Pistolas ,Calzada Ignacio Zaragoza .,El Paraíso,Ciudad de México,Iztapalapa
,4090054340,Agencia de viajes,Spiral Promoción Turística,rte,Bondojito,Ciudad de México,Gustavo A. Madero
,2090030109,Alimentos y bebidas,Burger King Gigante Miramontes,Av. Canal de Miramontes .,Ex-Hacienda Coapa,Ciudad de México,Coyoacán
,2090056018,Alimentos y bebidas,Burger King La Villa,Calz. de Guadalupe .,Aragón la Villa,Ciudad de México,Gustavo A. Madero
,2090157755,Alimentos y bebidas,Burger King San Cosme,San Cosme .,Santa María la Ribera,Ciudad de México,Cuauhtémoc
,2090140213,Alimentos y bebidas,Burger King Patriotismo ,Ave. Patriotismo .,Ciudad de los Deportes,Ciudad de México,Benito Juárez
,2090076686,Alimentos y bebidas,Burger King Ermita,Calz. Ermita Iztapalapa .,El Molino,Ciudad de México,Iztapalapa
,4090154302,Agencia de viajes,TOP TRAVEL GROUP,MASARYK,Polanco V Sección,Ciudad de México,Miguel Hidalgo
,1090151008,Hospedaje,Hotel Waikiki,Simón Bolivar .,Obrera,Ciudad de México,Cuauhtémoc
,1090070092,Hospedaje,Montecasino Suites,Antiguo Cami a San Lorenzo .,Los Ángeles,Ciudad de México,Iztapalapa
,4090174288,Agencia de viajes,MeyTravel Company,Marmoleria .,20 de Noviembre,Ciudad de México,Venustiano Carranza
,1090060017,Hospedaje,Weenjoy Hotels Aeropuerto CDMX,Av. Río Churubusco ,Granjas México,Ciudad de México,Iztacalco
,1090050066,Hospedaje,Hotel Circuito,NORTE,7 de Noviembre,Ciudad de México,Gustavo A. Madero
,1090050067,Hospedaje,Hotel Santiago,Av. Montevideo,Tepeyac Insurgentes,Ciudad de México,Gustavo A. Madero
,1090050069,Hospedaje,Hotel & Villas Juan Diego ,Av. Insurgentes NORTE,Tepeyac Insurgentes,Ciudad de México,Gustavo A. Madero
,1090050070,Hospedaje,Motel Sara ,Sara,Guadalupe Tepeyac,Ciudad de México,Gustavo A. Madero
,1090150527,Hospedaje,Hotel Encanto ,Fernando Ramírez .,Obrera,Ciudad de México,Cuauhtémoc
,1090050114,Hospedaje,Hotel Talismán ,Av. Talismán .,Gertrudis Sánchez 2a Sección,Ciudad de México,Gustavo A. Madero
,1090170046,Hospedaje,Hotel Cima ,Alfonso Ceballos .,Moctezuma 1a Sección,Ciudad de México,Venustiano Carranza
,0109016e67249,Hospedaje,Hotel Camino Real Polanco,General Mariano Escobedo,Anzures,Ciudad de México,Miguel Hidalgo
,31090020074,Guía de turistas,Jorge Torres Ortega,,U. Hab. Villas de Azcapotzalco,Ciudad de México,Azcapotzalco
,31090140129,Guía de turistas,Gonzalo Manuel Fernández Barreto,,San Pedro de los Pinos,Ciudad de México,Benito Juárez
,31090150371,Guía de turistas,Abraham Martin Mejia Pliego,Articulo,Centro Urbano Benito Juarez,Ciudad de México,Cuauhtémoc
,31090050176,Guía de turistas,Noe Mejia Delgado,Cam de la Unión .,Campestre Aragon,Ciudad de México,Gustavo A. Madero
,5090160013,Transportadora turística,Capital Bus,Av. Benjamín Franklin,Escandón I Sección,Ciudad de México,Miguel Hidalgo
,4090021410,Agencia de viajes,Or Gestión de Viajes ,Jardín,Ampliación Del Gas,Ciudad de México,Azcapotzalco
,5090020006,Transportadora turística,Recorriendo En Territorio Nacional,De Los Maestros,Nueva Santa María,Ciudad de México,Azcapotzalco
,4090161358,Agencia de viajes,Royal Destiny,Av. Melchor Ocampo ,Verónica Anzures,Ciudad de México,Miguel Hidalgo
,1090100104,Hospedaje,Hotel Camino Real Santa Fé,Guillermo González Camarena ,Santa Fe,Ciudad de México,Álvaro Obregón
,2090100161,Alimentos y bebidas,Banquetes Camino Real Santa Fé,Guillermo González Camarena ,Santa Fe,Ciudad de México,Álvaro Obregón
,2090100162,Alimentos y bebidas,Token Café,Guillermo González Camarena ,Lomas de Santa Fe,Ciudad de México,Álvaro Obregón
,2090100163,Alimentos y bebidas,Restaurante La Huerta,Guillermo González Camarena ,Santa Fe,Ciudad de México,Álvaro Obregón
,4090144356,Agencia de viajes,Vacation Juice,Caleta .,Narvarte,Ciudad de México,Benito Juárez
,4090110196,Agencia de viajes,DR Travel and Adventure ,Estación Balderas Mnz.,La Estación ,Ciudad de México,Tláhuac
,4090130073,Agencia de viajes,Travesias por el mundo By Fraveo,Calle Heliotropo .,Xaltocan,Ciudad de México,Xochimilco
,4090040229,Agencia de viajes,Alai Travel,Loma de Vista Hermosa,Lomas de Vista Hermosa,Ciudad de México,Cuajimalpa de Morelos
,4090141316,Agencia de viajes,Artmex Viajes S.A de C.V.,Av. Dr. José María Vertiz .,Narvarte Poniente,Ciudad de México,Benito Juárez
,4090161495,Agencia de viajes,Sat Travel Next,Pedro Antonio de los Santos,San Miguel Chapultepec I Sección,Ciudad de México,Miguel Hidalgo
,4090121569,Agencia de viajes,"All In One, Travel & Events",División del Norte,Portales Sur,Ciudad de México,Benito Juárez
,2090157903,Alimentos y bebidas,Don Lázaro el Viajero,Av. Instituto Técnico Industrial .,Santa Maria La Ribera,Ciudad de México,Cuauhtémoc
,5090150083,Transportadora turística,Total Mexico In Tour,Estrella ,Buenavista,Ciudad de México,Cuauhtémoc
,1090150760,Hospedaje,Hotel Rioja,5 de Mayo,Centro (Área 1),Ciudad de México,Cuauhtémoc
,1090150957,Hospedaje,Hotel Jaen,Calz. Del Canal ,Esperanza,Ciudad de México,Cuauhtémoc
,4090154366,Agencia de viajes,Chiuverso,Republica de Argentina .,Centro,Ciudad de México,Cuauhtémoc
,4090101640,Agencia de viajes,Korima Tours,Fco. Miranda .,Lomas de Plateros,Ciudad de México,Álvaro Obregón
,4090071661,Agencia de viajes,Nabem Travel,Av. Tezontle .,Paseos de Churubusco,Ciudad de México,Iztapalapa
,4090161379,Agencia de viajes,Paquetes y Viajes Travel Experts,Leibnitz ,Anzures,Ciudad de México,Miguel Hidalgo
,4090080033,Agencia de viajes,El Paraiso del viajero ,Estacas .,Tierra Colorada,Ciudad de México,La Magdalena Contreras
,2090100214,Alimentos y bebidas,Burger King Relox,Av. Insurgente .,San Ángel,Ciudad de México,Álvaro Obregón
,35090160032,Tour operador,México Finder & Travel,Av. Pedro Antonio de los Santos ,San Miguel Chapultepec I Sección,Ciudad de México,Miguel Hidalgo
,4090130071,Agencia de viajes,AV y G Agencia de Viajes y Grupos ,Naranjos,Santa Cruz Xochitepec,Ciudad de México,Xochimilco
,31090070075,Guía de turistas,Mario Soto Coyotzi,Avenida Javier Rojo Gómez,San Miguel,Ciudad de México,Iztapalapa
,2090147617,Alimentos y bebidas,Parilla Urbana ,División del Norte,Del Valle Centro,Ciudad de México,Benito Juárez
,31090070444,Guía de turistas,María del Carmen Espinosa Valdivia ,Av. Río Cazones .,Paseos de Churubusco ,Ciudad de México,Iztapalapa
,31090140126,Guía de turistas,Clara Lizbeth León Roche ,Medellín .,Piedad Narvarte,Ciudad de México,Benito Juárez
,31090050173,Guía de turistas,Erik Justino Orlando Benitez Ceron,Constanti .,Vallejo ,Ciudad de México,Gustavo A. Madero
,31090050174,Guía de turistas,Rusbel Navarro Alcázar. ,1ra. Cerrada de Apango Mza.,Cuautepec el Alto,Ciudad de México,Gustavo A. Madero
,31090050175,Guía de turistas,Paulina Larios Vázquez,Fray Diego de Altamira .,VAsco de Quiroga,Ciudad de México,Gustavo A. Madero
,4090161517,Agencia de viajes,NUBA MÉXICO,Goldsmith,Polanco III Sección,Ciudad de México,Miguel Hidalgo
,2090157822,Alimentos y bebidas,Maiz y Olivo ,Álvaro Obregón ,Roma Norte,Ciudad de México,Cuauhtémoc
,2090160293,Alimentos y bebidas,ANIMAL,Calderón de la Barca,Polanco IV Sección,Ciudad de México,Miguel Hidalgo
,4090110190,Agencia de viajes,Travel Garita ,Av. Tláhuac,Los Olivos,Ciudad de México,Tláhuac
,31090150310,Guía de turistas,Erick Soubervielle González,Agustín Delgado,Tránsito,Ciudad de México,Cuauhtémoc
,4090151737,Agencia de viajes,HIGH LEVEL AGENCY,Av Baja California,Hipódromo,Ciudad de México,Cuauhtémoc
,4090154387,Agencia de viajes,ViajesATW by Fraveo ,Eje Vial José Antonio Álzate .,Santa María la Ribera ,Ciudad de México,Cuauhtémoc
,2090120130,Alimentos y bebidas,Cabaña Mireles La Polea,Carretera Picacho Ajusco 21.5 S/N,San Miguel Ajusco,Ciudad de México,Tlalpan
,31090050179,Guía de turistas,Norma Itzel Olvera Durán ,Castillo Grande .,Cuautepec ,Ciudad de México,Gustavo A. Madero
,31090050178,Guía de turistas,Yosafat Arias Vidal,Camio De La Secretaria A,Campestre Aragón,Ciudad de México,Gustavo A. Madero
,1090140487,Hospedaje,Hotel Marlyn,Eje Central Lázaro Cárdenas ,Doctores,Ciudad de México,Cuauhtémoc
,4090141543,Agencia de viajes,Viajes iWander Mx,Nueva York .,Nápoles,Ciudad de México,Benito Juárez
,35090060001,Tour operador,Innovadora Turística Morelos Travel,Av. Sur 71,Viaducto Piedad,Ciudad de México,Iztacalco
,4090164347,Agencia de viajes,Operadora Olytravel,Mar Egeo ,Popotla,Ciudad de México,Miguel Hidalgo
,4090031779,Agencia de viajes,Linea Tours Coyoacán,Miguel Angel de Quevedo,Villa Coyoacán,Ciudad de México,Coyoacán
,4090141722,Agencia de viajes,LOGISC,Durango,Roma Norte,Ciudad de México,Cuauhtémoc
,2090147632,Alimentos y bebidas,Mochomos Mitikah,Real Mayorazgo .,Xola,Ciudad de México,Benito Juárez
,1090150566,Hospedaje,Hotel La Rosa,Eligio Ancona,Santa María la Ribera,Ciudad de México,Cuauhtémoc
,1090150772,Hospedaje,Hotel Plaza Florencia,Florencia ,Juárez,Ciudad de México,Cuauhtémoc
,2090020073,Alimentos y bebidas,Burger King Select El Rosario ,Av. Del Rosario S/N,El Rosario,Ciudad de México,Azcapotzalco
,2090160247,Alimentos y bebidas,Burger King Plaza Carso ,Lago Zurich .,Anáhuac II Sección,Ciudad de México,Miguel Hidalgo
,1090040029,Hospedaje,Comercializadora Levruno ,Cda. Capulin .,Manzanastitla,Ciudad de México,Cuajimalpa de Morelos
,31090170091,Guía de turistas,Edith Yuselen Bautista Navarrete ,Av. Fernando Iglesias Calderón .,Jardín Balbuena ,Ciudad de México,Venustiano Carranza
,11090170006,Arrendadora de autos,Hertz,Int. Edificio Terminal,México (Lic. Benito Juárez),Ciudad de México,Venustiano Carranza
,11090170005,Arrendadora de autos,Hertz,Int. Edificio T,México (Lic. Benito Juárez),Ciudad de México,Venustiano Carranza
,11090160014,Arrendadora de autos,Hertz,Campos Eliseos,Polanco IV Sección,Ciudad de México,Miguel Hidalgo
,11090150003,Arrendadora de autos,Hertz,Reforma,Cuauhtémoc,Ciudad de México,Cuauhtémoc
,11090100002,Arrendadora de autos,Hertz,Insurgentes Sur,Florida,Ciudad de México,Álvaro Obregón
,11090160013,Arrendadora de autos,Hertz,Hotel Cami Real Polanco,Anzures,Ciudad de México,Miguel Hidalgo
,11090160012,Arrendadora de autos,Hertz,Patriotismo,Escandón I Sección,Ciudad de México,Miguel Hidalgo
,11090120002,Arrendadora de autos,Hertz,Calzada Acoxpa,Nueva Oriental Coapa,Ciudad de México,Tlalpan
,11090030001,Arrendadora de autos,Hertz,Miguel Ángel de Quevedo,Nueva Díaz Ordaz,Ciudad de México,Coyoacán
,11090100001,Arrendadora de autos,Hertz,Guillermo González Camarena,Santa Fe,Ciudad de México,Álvaro Obregón
,11090160011,Arrendadora de autos,Hertz,Plaza Comercial Antara,Granada,Ciudad de México,Miguel Hidalgo
,11090170007,Arrendadora de autos,Dollar,Int. Edificio Terminal,México (Lic. Benito Juárez),Ciudad de México,Venustiano Carranza
,4090054343,Agencia de viajes,Mepo Travel ,Artes .,Martin Carrera ,Ciudad de México,Gustavo A. Madero
,1090150614,Hospedaje,Hotel Ancona,Eligio Ancona,Santa María la Ribera,Ciudad de México,Cuauhtémoc
,1090150890,Hospedaje,Hotel Tres Colonias,Av. Ribera de San Cosme,San Rafael,Ciudad de México,Cuauhtémoc
,1090029819,Hospedaje,Hotel Sol,Av. Cuitláhuac .,Pro-Hogar,Ciudad de México,Azcapotzalco
,31090150280,Guía de turistas,Irma Ramirez Sierra ,Salamanca .,Roma Norte,Ciudad de México,Cuauhtémoc
,31090100035,Guía de turistas,Cristhian Flores Carreón ,Gral. Antonio Rosales .,Santa Fe,Ciudad de México,Álvaro Obregón
,2090160323,Alimentos y bebidas,EL SELLA POLANCO,TORCUATO TASSO,Polanco V Sección,Ciudad de México,Miguel Hidalgo
,1090140378,Hospedaje,Casa Santa Mónica ,Santa Mónica .,Del Valle Centro ,Ciudad de México,Benito Juárez
,31090150292,Guía de turistas,Alfonso Guadarrama,Serapio Rendón  ,San Rafael,Ciudad de México,Cuauhtémoc
,1090050077,Hospedaje,Hotel Nuevo Laredo,Albeniz ,Vallejo Poniente,Ciudad de México,Gustavo A. Madero
,1090150559,Hospedaje,Hotel Paraíso,Campeche,Roma Sur,Ciudad de México,Cuauhtémoc
,4090144302,Agencia de viajes,Viajes Jordan and Mac Gregor,Av. Porfirio Díaz ,Nochebuena,Ciudad de México,Benito Juárez
,1090120075,Hospedaje,Hotel Novo Coapa,Calz. del Hueso .,Tenorios,Ciudad de México,Tlalpan
,1090150985,Hospedaje,HOTEL ayenda Continental ,San Marcos ,Centro (Área 6),Ciudad de México,Cuauhtémoc
,4090031775,Agencia de viajes,Next Travel Station ,Aile .,Pedregal de Santo Domingo ,Ciudad de México,Coyoacán
,4090164342,Agencia de viajes,Luxebird,Av. Los Andes .,Lomas de Chapultepec,Ciudad de México,Miguel Hidalgo
,1090150808,Hospedaje,Hotel Ibis Styles México Reforma,Liverpool,Juárez,Ciudad de México,Cuauhtémoc
,4090054352,Agencia de viajes,Yatefy,Alicia .,Guadalupe Tepeyac,Ciudad de México,Gustavo A. Madero
,27090050010,Agencia integradora de servicios,Expertos En Turismo,Alicia .,Guadalupe Tepeyac,Ciudad de México,Gustavo A. Madero
,4090154398,Agencia de viajes,Travel And Business,Insurgentes Sur .,Juarez,Ciudad de México,Cuauhtémoc
,4090121582,Agencia de viajes,Viajes Mars Operadora,Escuela Naval Militar,Alianza Popular Revolucionaria,Ciudad de México,Coyoacán
,1090170044,Hospedaje,Hotel Motel Segredo,Av. Río Consulado,Valle Gómez,Ciudad de México,Venustiano Carranza
,4090040045,Agencia de viajes,Jade Servicios Turísticos,Prolongación de Zarco,Abdías García Soto,Ciudad de México,Cuajimalpa de Morelos
,4090164271,Agencia de viajes,Dalian Tours & Events,Lago Chalco ,Anáhuac I Sección,Ciudad de México,Miguel Hidalgo
,2090160155,Alimentos y bebidas,Restaurante Castillos de España ,Ejercito Nacional,Granada,Ciudad de México,Miguel Hidalgo
,31090130103,Guía de turistas,Erika Zúñiga Alcántara,Mispero .,Santa Cruz Xochitepec,Ciudad de México,Xochimilco
,4090151530,Agencia de viajes,Enjoy Travel,Río Lerma No.,Cuauhtémoc,Ciudad de México,Cuauhtémoc
,1090150956,Hospedaje,HOTEL HIDALGO,SANTA VERACRUZ,Guerrero,Ciudad de México,Cuauhtémoc
,1090029841,Hospedaje,Hotel Mitla,Manuel Salazar .,San Juan Tlihuaca,Ciudad de México,Azcapotzalco
,31090170081,Guía de turistas,Hugo Cruz Mendoza,Puerto Arturo .,Aquiles Serdán,Ciudad de México,Venustiano Carranza
,4090070156,Agencia de viajes,Anders Travel México,Rio Pichucalco ,Paseos de Churubusco,Ciudad de México,Iztapalapa
,1090150813,Hospedaje,Hotel Urban Suites ,Manuel M. Flores .,Obrera,Ciudad de México,Cuauhtémoc
,4090154371,Agencia de viajes,ABC International División México S.A. de C.V. ,Rio Balsas .,Cuauhtémoc ,Ciudad de México,Cuauhtémoc
,4090121601,Agencia de viajes,Viajes Bumeran Acoxpa,Avenida Acoxpa .,Villa Coapa,Ciudad de México,Tlalpan
,31090050170,Guía de turistas,Armando Carreón Escutia,Calle rte,Aragon Inguaran,Ciudad de México,Gustavo A. Madero
,4090071663,Agencia de viajes,Lánzate a Viajar,Av. Telecomunicaciones Smz.,Ejercito Constitucionalista ,Ciudad de México,Iztapalapa
,4090164335,Agencia de viajes,Nao Cruises,Blvd. Manuel Avila Camacho .,Reforma Social,Ciudad de México,Miguel Hidalgo
,4090144348,Agencia de viajes,Lo Viajo,Eje Central .,Portales Norte,Ciudad de México,Benito Juárez
,1090170088,Hospedaje,Hotel Veracruz,Av. Anillo de Circunvalación,Zona Centro,Ciudad de México,Venustiano Carranza
,1090170077,Hospedaje,Nh Collection Mexico City Airport T2,Capitan Carlos Leon Glez,México (Lic. Benito Juárez),Ciudad de México,Venustiano Carranza
,4090171472,Agencia de viajes,2Travel Solution,Av. Oceanía ,Moctezuma 2a Sección,Ciudad de México,Venustiano Carranza
,4090054354,Agencia de viajes,Double Travel ,Ahuizotl .,Santa Isabel Tola ,Ciudad de México,Gustavo A. Madero
,4090071673,Agencia de viajes,Viajes Kolebil,Fisicos .,El Sifón,Ciudad de México,Iztapalapa
,1090151011,Hospedaje,Hotel Parque,Jose María Izazaga .,Centro,Ciudad de México,Cuauhtémoc
,2090147634,Alimentos y bebidas,Restaurante Liverpool Mitikah,Mayorazgo,Xoco,Ciudad de México,Benito Juárez
,4090161486,Agencia de viajes,DreamGaia ,Lago Zurich .,Ampliación Granada,Ciudad de México,Miguel Hidalgo
,31090100039,Guía de turistas,Jesús Hernández Ayala,Av. Ibis .,Ampliación Tepeaca,Ciudad de México,Álvaro Obregón
,31090100058,Guía de turistas,Gerardo Rojas Prieto,Hortencia,Florida,Ciudad de México,Álvaro Obregón
,31090160292,Guía de turistas,Ivan Perez Gutierrez ,Laguna De La Mancha,Granada,Ciudad de México,Miguel Hidalgo
,1090151019,Hospedaje,Circulo Mexicano,República De Guatemala,Centro,Ciudad de México,Cuauhtémoc
,31090120084,Guía de turistas,Eva Luz Espejel Flores ,Carrasco,Torrielo Guerra,Ciudad de México,Tlalpan
,31090070067,Guía de turistas,David Contreras Cadena,Javier Martinez ,Escuadrón 201,Ciudad de México,Iztapalapa
,31090060039,Guía de turistas,REYNA EUGENIA BARRAGAN CORTES,SUR 177,Gabriel Ramos Millán Sección Cuchilla,Ciudad de México,Iztacalco
,31090060040,Guía de turistas,Alberto Aguiñiga Arroyo,Sur 177,Gabriel Ramos Millán Sección Cuchilla,Ciudad de México,Iztacalco
,1090140112,Hospedaje,Filadelfia Suites Hotel Boutique.,Filadelfia,Nápoles,Ciudad de México,Benito Juárez
,1090150838,Hospedaje,Hotel Ampudia,Anillo de Circunvalación,Centro (Área 6),Ciudad de México,Cuauhtémoc
,31090030111,Guía de turistas,Claudia Verónica Calderón Romero,Pirámide de la Luna .,Avante,Ciudad de México,Coyoacán
,31090100053,Guía de turistas,Edith Trujillo Martinez,Cami Real a Toluca .,La Conchita,Ciudad de México,Álvaro Obregón
,4090071660,Agencia de viajes,Mundoventura,Calle,Santa Cruz Meyehualco,Ciudad de México,Iztapalapa
,4090054338,Agencia de viajes,aTravel and Go!,Eduardo Molina .,El Coyol,Ciudad de México,Gustavo A. Madero
,4090021421,Agencia de viajes,One More Trip,Porvenir,Centro de Azcapotzalco,Ciudad de México,Azcapotzalco
,35090150056,Tour operador,Spiritu Viajero ,Guadalajara .,Roma Norte,Ciudad de México,Cuauhtémoc
,31090160290,Guía de turistas,Alberto Morales Sánchez,Cerrada Martires de la Conquista,Escandon,Ciudad de México,Miguel Hidalgo
,4090141529,Agencia de viajes,American Express Company Mexico,Av. Patriotismo ,Ciudad de los Deportes,Ciudad de México,Benito Juárez
,4090071384,Agencia de viajes,Meraky Travel,Vicente Guerrero,Presidentes de México,Ciudad de México,Iztapalapa
,4090071402,Agencia de viajes,Viajes Far Away,Av. Río Soto La Marina .,Paseos de Churubusco,Ciudad de México,Iztapalapa
,31090150345,Guía de turistas,Juan Reyes Hernández,Av. Insurgentes .,San Simón Tolnáhuac,Ciudad de México,Cuauhtémoc
,2090100296,Alimentos y bebidas,Starbucks Coffee,De los Tanques .,Torres de Potrero,Ciudad de México,Álvaro Obregón
,2090170105,Alimentos y bebidas,Italianni´s,Oriente,Moctezuma 2da Sección ,Ciudad de México,Venustiano Carranza
,1090029817,Hospedaje,Hotel Plaza del Rey,Av. Aquiles Serdán .,Centro de Azcapotzalco,Ciudad de México,Azcapotzalco
,4090161344,Agencia de viajes,OTA Mundomex,"Av. Jaime Balmes, Torre A, Piso",Polanco I Sección,Ciudad de México,Miguel Hidalgo
,5090100005,Transportadora turística,VOLARIS,Av. Antonio Dovalí Jaime .,Santa Fe,Ciudad de México,Álvaro Obregón
,4090081360,Agencia de viajes,Logistica Valvyr,Heroes de Nacozari .,San Francisco,Ciudad de México,La Magdalena Contreras
